review,ord,ord_group
중하위권 전개하나 직선 순위좁혔으나 역전실패,3,0
선두권 후미출발이나 3-4코너 후미로 순위밀려 고전,7,0
시종 후미권 못벗어났으나 막판 걸음은 좋아,13,0
밀며 중위권 유지나 경주내내 큰변화는 아님,6,0
중반이후 격차좁히나 직선 큰변화 보이지 못함,10,0
중위권 전개하다 직선 추입력 발휘 선두로 부상,1,1
선행마 후미따라갔으나 직선 지치며 후미로 밀려,9,0
시종 후미권을 벗어나지 못하고 따라감,13,0
중위권 공략이나 직선 탄력이 떨어지며 후미로 처짐,10,0
중위권 공략이나 탄력보이지못하고 따라감,6,0
시종 중간후미에 직선에서도 덜미잡혀 밀림,9,0
시종 후미권을 벗어나지 못하고 따라감,14,0
중위권 전개나 경주내내 큰변화 보이지 못함,4,0
견책: 결승선 전방 약 150M 지점 안으로 변경 타마방해,2,1
초반부터 선두권 각축전개나 직선 다소 지친모습,5,0
출발은 좋았으나 경주전개할수록 순위밀려 후미로 처짐,14,0
중반이후 선두 나섰으나 직선 추격 허용해 처짐,7,0
시종 후미권을 벗어나지 못했으나 끝걸음은 좋아,8,0
시종 중위권 직선 탄력이 떨어지며 후미로 처짐,11,0
후미권 전개하며 순위도약 시도나 시종 여의치않음,13,0
시종 후미전개하다 4코너이후 올라오나 입상실패,7,0
선두권 공략이나 경주전개할수록 순위밀려 최하위,14,0
중반이후 격차 좁혔고 직선 끝걸음 보이며 올라섬,7,0
후미권 이끌며 기회노렸으나 시종 여의치않음,8,0
선행마 후미각축이나 4코너이후 탄력이 떨어짐,10,0
초반 방해를 받으며 후미로 밀려 시종 고전,8,0
"전구간 바깥으로 기댐, 주행재검",11,0
출발밀려 시종 후미전개하다 직선 조금올라오는 모습,7,0
선두권 후미공략이나 직선격차벌어지며 고전함,6,0
시종 후미권에 직선 탄력이나 큰변화는 아님,8,0
초반부터 중위권 공략이나 입상에는 실패함,4,0
주의: 출발후부터 4코너까지 바깥으로 기댐,13,0
시종 후미전개나 직선 조금올라오며 통과,7,0
외곽에서 순위도약시도나 3코너부터 후미권으로 처짐,11,0
시종 후미권 전개나 막판 걸음을 보여줌,5,0
출발밀려 후미전개했고 직선 걸음보이며 올라옴,4,0
외곽에서 선두권 압박이나 직선지치며 후미로 처짐,11,0
빠른출발없이 후미권 공략이나 직선 순위못좁혀,8,0
양호한 출발로 선두권 공략이나 시종 선두로 못나서,4,0
출발밀렸고 3-4코너 후미권으로 순위더밀려 고전,13,0
출발밀려 후미권 이끌었고 막판 걸음을 보여줌,9,0
늦발후 시종 후미권을 벗어나지 못하고 따라감,12,0
중위권 전개하다 직선 올라오나 선두와는 격차,4,0
선행마 후미각축후 3-4코너 순위밀렸으나 직선 올라옴,2,1
외곽에서 순위좁혀 4코너 부상이나 막판 덜미,2,1
선행이후 시종 선두유지후 막판 버티기,1,1
늦발후 후미전개나 막판 걸음은 좋은모습,12,0
외곽에서 순위좁혀 선두권 압박이나 막판 다소 지친모습,5,0
초반 순위밀렸고 이후 강한모습없이 순위더밀려,12,0
출발밀려 후미권 이끌었으나 직선 올라오지 못해,7,0
선두권 후미전개하며 기회노렸으나 직선 탄력이 떨어짐,8,0
선행으로 경주주도나 직선 선두내주고 후착만족,2,1
기승정지: 출발후 약 200M 지점 안으로 잔로변경 타마방해,3,0
출발도 밀렸고 경주전개할수록 순위밀려,13,0
선두권을 압박하며 따라갔으나 시종 순위좁히지못해,4,0
선두권 압박전개나 직선 탄력이 떨어지며 밀려,10,0
후미권에서 시종 순위좁혀 막판 후착각축,3,0
선행마 후미각축이나 3-4코너 밀려 직선 다소 고전,6,0
출발좋으나 3-4코너 후미권으로 순위밀려 고전,8,0
중위권 공략후 직선 걸음발휘나 순위변동은 없어,8,0
주행심사: 전구간 안으로 기댐,13,0
후미권 이끌다 직선 선두부상후 후미와 격차,1,1
선행마 후미따라가다 직선 선행마 덜미잡고 우승,1,1
시종 후미권 전개하다 직선 추입력을 보여줌,5,0
선행마 후미따라갔으나 역전실패 후착만족,2,1
출발양호나 3-4코너 순위밀렸고 직선 후미로 처짐,12,0
출발밀려 시종 후미권 전개나 직선 조금올라오며 통과,8,0
선두권 후미공략이나 직선 다소 탄력떨어져,6,0
시종 후미권 전개나 막판 끝걸음은 좋은모습,9,0
시종 후미권을 벗어나지 못하고 따라감,10,0
주의: 전구간 바깥으로 기댐,5,0
후미전개후 3-4코너 순위도약 시도나 강한모습없어,7,0
늦발후 후미권 벗어나지 못하고 따라감,14,0
선두권 압박하다 직선 선두권 가담후 막판 우승각축,2,1
초반 선두권 후미가담이나 4코너이후 지친모습,14,0
외곽에서 선두권 각축이나 4코너이후 직선 지친모습,13,0
후미권 이끌며 순위도약 시도나 시종 여의치않음,6,0
출발심사: 출발불량,12,0
선행마 후미따라갔으나 직선지치며 후미로,12,0
선행마 후미따르다 직선 선두나 막판 덜미 후착,2,1
시종 후미권을 벗어나지 못했으나 막판 걸음보여줌,8,0
중위권에서 3코너 순위도약시도나 직선 밀려,5,0
초반부터 중위권 강공이나 직선 지치며 후미로 밀려,10,0
시종 후미권을 벗어나지 못했으나 막판 걸음보여줌,8,0
후미권에서 시종 순위좁혀 3착이나 선두와는 격차,3,0
선입권 전개하다 3-4코너에서 방해를 받으며 고전,6,0
선두권 압박전개나 직선 순위밀리며 고전함,7,0
과태금: 결승선 직선주로 채찍과다 사용,5,0
시종 후미전개나 막판 걸음은 조금보여줌,13,0
선행마 후미따라가며 강공이나 직선지치며 후미로,9,0
중위권 공략이나 4코너이후 탄력이 떨어지며 밀려,14,0
선두권 압박이나 3-4코너 순위밀렸고 직선 후미로,11,0
출발밀려 후미권 전개후 직선 올라오나 강한모습없어,6,0
시종 후미권 전개나 막판 걸음은 좋은모습,10,0
중위권 전개하다 직선 3착이나 선두와는 격차,3,0
출발밀렸고 시종 후미권 전개나 강한모습은 없어,9,0
중위권 전개하다 직선 선두마 후미도약이나 역전실패,2,1
빠른출발없고 경주전개할수록 순위밀려,12,0
선두권 압박하다 직선 선두부상후 여유승,1,1
중위권 공략이나 직선 탄력이 떨어지며 밀려,13,0
중위권 공략후 직선 순위도약 시도나 못올라옴,5,0
선행마 후미따라갔으나 직선 지치며 후미로 처짐,11,0
초반 중위권 가담이나 이후 탄력없이 순위조금씩밀려,10,0
선행마 후미전개나 직선 지치며 후미로 처짐,11,0
출발밀려 중위권 공략이나 시종 순위변동없어,7,0
초반 중위권 공략이나 직선지치며 후미로 처짐,14,0
선두권 후미공략이나 시종 순위좁히지못하고 3착,3,0
후미권 전개하다 직선 올라오나 입상과는 격차,6,0
외곽에서 순위좁혀 3코너 선행마 후미도약이나 직선밀려,7,0
견책: 3-4코너 중간지점 안으로 진로변경 타마방해,9,0
시종 후미권을 벗어나지 못했으나 직선걸음은 좋아,9,0
출발양호로 선입권 전개나 직선 지치며 후미로,11,0
양호한 출발이후 3-4코너 밀렸으나 직선 추입력 발휘,1,1
후미권 이끌며 기회노렸으나 직선 탄력보이지못해,6,0
출발심사: 출발자세 및 출발불량,7,0
출발다소 밀렸고 시종 선두권으로 나서지는 못해,12,0
선두권 후미출발이나 3-4코너 순위밀려 직선 고전,9,0
시종 후미권에서 강한모습을 보이지못해,14,0
출발양호나 3코너 선두와 격차 벌어지며 고전,6,0
선행으로 경주주도나 직선 선두내주고 후미로 처짐,13,0
외곽에서 선두권 가담후 4코너 선행마 후미나 직선 밀려,6,0
초반부터 중위권 공략이나 직선 탄력이 떨어짐,11,0
늦발후 시종 후미전개나 직선 걸음은 좋은모습,9,0
외곽에서 빠르게 선두권 압박이나 직선지치며 처짐,13,0
선행으로 경주를 주도했고 시종 선두를 유지함,1,1
선행마 후미권 각축이나 직선 급격히 지친모습,13,0
선행으로 경주주도나 막판 덜미잡혀 후착만족,2,1
외곽에서 순위좁혀 중위권 공략이나 직선 지친모습,11,0
출발밀렸고 경주전개할수록 순위가 밀리는모습보여줌,14,0
출발밀려 후미전개나 직선 탄력있는 걸음을 보여줌,4,0
주의: 전구간 안으로 기댐,3,0
외곽 후미전개나 직선 걸음을 보여줌,7,0
출발도 밀렸고 시종 후미권을 벗어나지 못해,11,0
출발은 좋았으나 3-4코너 후미권으로 순위밀려 고전,8,0
초반 방해를 받으며 순위밀려 고전함,6,0
선두권 압박이나 3-4코너 탄력이 떨어짐,10,0
시종 후미권 전개하며 순위도약시도나 못올라옴,12,0
선입권 출발이나 시종 순위밀려 직선다소 고전,7,0
선두권 각축전개나 4코너이후 직선지치며 후미로 처짐,12,0
출발밀렸고 경주전개할수록 순위가 조금씩 밀려,8,0
후미권에서 순위도약 시도나 막판 입상에는 실패함,5,0
출발밀렸고 시종 순위밀려 직선다소 고전함,7,0
출발밀렸고 경주전개할수록 순위가 밀리는모습보여줌,14,0
중위권 전개후 직선 걸음보였으나 입상과는 격차,4,0
후미권 이끌었고 직선 역주나 선두와는 격차,5,0
후미권에서 시종 순위를 좁혔으나 입상과는 격차,5,0
외곽후미권에서 순위좁혀 직선 선행마 후미나 막판밀려,3,0
중위권 전개후 4코너이후 직선 선두권 가담후 역승,1,1
선두권 압박전개나 직선지치며 후미로 처짐,12,0
초반 선두각축 펼치다 4코너 선두부상후 여유승,1,1
중위권 공략이나 시종 순위변동없이 따라감,7,0
중위권 공략후 직선 순위좁혔으나 막판 한발부족,5,0
출발밀려 시종 후미전개나 직선 걸음발휘됨,6,0
선행마 후미각축이나 직선지치며 순위밀리는모습,6,0
선두권을 압박하며 따라갔으나 직선지치며 밀려,8,0
선행경주주도후 시종 선두유지하며 여유승,1,1
시종 후미권에서 강한모습을 보이지못하고 통과,11,0
선행마 후미각축후 직선 선두부상후 막판 버티기,1,1
출발밀려 후미권 이끌었으나 시종 강한모습없어,9,0
선행으로 경주를 주도했고 시종 선두유지하며 여유승,1,1
초반부터 선두권 압박전개나 직선 지치며 후미로 처짐,14,0
후미권 이끌다 직선 선두권 가담이나 역전실패,2,1
선행으로 경주를 주도했으나 직선 막판 덜미접혀,2,1
후미권에서 시종 순위를 좁히며 올라와 후착각축,3,0
중위권 전개하며 순위도약 시도나 직선 지친모습,9,0
출발밀렸고 3-4코너 후미권으로 순위밀려 고전,4,0
중하위 전개하다 직선 추입력을 보여주며 후착성공,2,1
시종 후미권 전개나 직선 걸음은 좋은모습,8,0
선행성공이나 3-4코너이후 순위밀리는모습보여줌,7,0
선행마 후미각축이나 3-4코너 선입권으로 밀려 고전,6,0
후미권 이끌었고 직선 걸음발휘나 선두와는 격차,4,0
선두권 압박하며 따라가다 직선 선두부상후 여유승,1,1
중위권 전개하다 직선 순위좁혔으나 막판 한발부족,4,0
시종 후미권 전개나 직선 추입력을 보여줌,4,0
후미권에서 시종 순위좁혔으나 막판 한발부족 실패,4,0
중위권 전개하며 순위도약 시도나 시종 여의치않음,7,0
견책: 출발후 100M 이내 진로변경,13,0
후미전개하다 직선 역주나 입상에는 실패,6,0
후미권 이끌었고 직선 걸음발휘나 한발부족 실패,4,0
후미권 이끌며 기회노렸으나 직선 순위못좁혀,10,0
선두각축이나 3-4코너 선입권으로 밀려 후착만족,2,1
시종 후미권을 벗어나지 못하고 따라감,13,0
후미출발후 시종 순위를 좁히며 올라와 후착각축,3,0
시종 후미권 못벗어났으나 막판 걸음은 좋아,8,0
출발밀렸고 시종 후미권을 벗어나지 못하고 따라감,10,0
중위권 공략이나 직선 지치며 후미로 처짐,11,0
선행마 후미따르며 후착이나 선두와는 격차,2,1
출발심사: 진입불량,1,1
주행심사: 전구간 바깥으로 기댐,14,0
중위권 전개하며 강공이나 시종 탄력은 없어,9,0
선두각축 속에서 3코너 선두나 4코너 선두내주고 밀려,8,0
선두권 후미출발이나 경주전개할수록 밀려,13,0
초반부터 선두권 각축이나 시종 선두로 못나서,3,0
선행마 후미따라가다 직선 선두부상후 여유승,1,1
빠른출발없이 중위권 공략이나 시종 순위변동없어,7,0
선행마 후미공략이나 4코너이후 직선 지치며 후미로,11,0
늦발후 시종 후미권 전개나 직선 올라오지 못해,9,0
시종 후미전개후 막판 올라오나 강한모습은 없어,5,0
선행으로 경주를 주도했으나 직선 선두내주고 밀려,11,0
시종 후미권에서 강한모습을 보이지못하고 통과,10,0
초반부터 빠르게 선두권 가담이나 막판 지치며 밀려,4,0
중위권 공략이나 시종 순위좁히지못하고 따라감,5,0
선행마 후미전개나 4코너이후 순위밀려 직선 최하위,14,0
선행으로 경주를 주도했으나 직선지치며 후미로,12,0
시종 후미권을 벗어나지 못하고 따라감,10,0
후미권 이끌며 순위도약 시도나 여의치않음,8,0
출발도 밀렸고 경주전개할수록 순위밀리는 모습,14,0
선행성공이나 3코너 선두내주고 밀려 막판 고전,3,0
시종 후미권을 벗어나지 못하고 따라감,13,0
출발양호나 3-4코너 중위권으로 밀리며 고전,7,0
후미이끌었고 직선 걸음발휘나 막판 한발부족,4,0
선두권 압박후 4코너 밀렸으나 직선 뚝심발휘,1,1
주의: 경주로 입장불량,3,0
선두권을 압박하며 따라갔으나 직선지치며 밀려,10,0
초반 중위권 가담이나 이후 순위밀렸고 직선 지친모습,10,0
후미권 이끌다 직선 추입력 발휘 올라옴,3,0
선행마 후미각축이나 3-4코너이후 직선 순위밀려,5,0
시종 후미권 전개나 직선 조금올라옴,9,0
선두권 압박이나 4코너이후 탄력이 떨어짐,12,0
양호한 출발로 선입권이나 직선 탄력보이지못해,3,0
후미권 이끌며 기회노렸으나 시종 탄력없어,10,0
후미권 이끌다 직선 추입력 발휘 올라오며 후착,2,1
중위권 전개하다 직선선두권 압박이나 입상실패,5,0
출발밀려 후미권 자리후 시종 후미권 못벗어남,10,0
후미출발후 3-4코너이후 직선 올라오나 입상실패,6,0
중간후미 맴돌다 직선 추입이나 역전엔 실패,2,1
선입권 전개후 직선 선행마 후미가담후 후착,2,1
시종 후미에 직선 탄력이나 큰변화는 아님,11,0
선입권 출발이나 3-4코너 중위권으로 밀려 고전,7,0
경주능력 부진: 1위마와 32.7 마신 차,14,0
시종 후미 머물다 직선 추입이나 역전에는 실패,6,0
출발밀려 후미권 전개후 직선 추입력 발휘 3착,3,0
중위권 강공이나 시종 순위변동을 일으키지못해,7,0
선행으로 경주주도후 직선 후미와 격차벌려,1,1
4c이후 격차좁히나 직선 큰변화 보이지는 못함,8,0
시종 후미권에서 강한모습을 보이지못해,13,0
마체검사 지정; 오른 앞다리 절음,8,0
중반이후 밀렸고 직선에서도 덜미잡히는 모습,7,0
선행 강공 나섰고 직선 탄력 이어가며 우승,1,1
선입 전개후 직선주로 탄력 이어가며 우승,1,1
선두권 후미따라가며 강공이나 막판 밀려 3착,3,0
중위권 전개후 직선 탄력이나 역전엔 실패,4,0
선행으로 경주주도나 직선 덜미잡혀 3착머뭄,3,0
출발밀려 시종 후미권을 벗어나지 못하고 통과,9,0
출발 아쉬우나 직선 추입력 보이며 올라섬,6,0
출발대 요동으로 후미출발이후 직선 조금올라옴,5,0
중반이후 격차좁히나 직선 덜미잡혀 밀려남,5,0
중위권 경주전개나 직선 추격 허용해 밀려남,7,0
시종 후미권을 벗어나지 못하고 따라감,10,0
초반 추진해도 앞선 따라가지 못하고 후미전개,14,0
시종 후미에 머물렀으나 직선 추입력 보이며 5착,5,0
출발부터 밀렸고 경주내내 후미 벗어나지 못함,13,0
출발부터 밀렸으나 직선 탄력 보이며 4착기록,4,0
선행마 후미각축이나 4코너부터 선두와 격차벌어져,12,0
시종 후미에 경주내내 후미 벗어나지 못함,13,0
후미 머물렀고 직선 탄력이나 큰변화는 아님,11,0
중위권 최선전개나 직선 걸음 무뎌져 처짐,11,0
선입 최선전개나 직선주로 덜미잡혀 3착그침,3,0
시종 후미권에 직선에서도 걸음 무뎌지는 모습,12,0
중위권 경주전개나 경주내내 큰변화 못보임,5,0
진입불량 출발재검,4,0
시종 후미에 머물렀으나 직선 끝걸음 보여줌,7,0
강하게 밀며 중반 격차좁히나 직선 덜미로 밀림,5,0
1-2코너 지점에서 타마에게 방해받아 주행불편,5,0
선입 경주전개 펼쳤고 직선 탄력 유지하며 우승,1,1
중위권 전개후 직선 탄력 이어가며 2착신승,2,1
시종 후미에 머물렀지만 직선 양호한 끝걸음 보임,9,0
중위권 경주전개후 직선 탄력 유지하며 4착,4,0
빠른출발없이 후미전개나 직선 걸음보이며 올라옴,6,0
시종 후미에 경주내내 후미 벗어나지 못함,14,0
중반이후 밀렸으나 직선 다시 치고나오며 2착,2,1
1-2코너 방해받았으나 직선 추입력 발휘 선두로 부상,1,1
선행으로 경주를 주도했으나 직선선두내주고 후착만족,2,1
강하게 밀며 전개나 경주내내 큰변화 못보임,8,0
선행으로 경주주도나 직선 막판 덜미로 아쉬움,3,0
선두각축속에서 선두밀렸으나 직선 선두부상 여유,1,1
선두권 후미따라갔으나 직선 지치며 후미로 처짐,10,0
중위권 최선전개나 직선주로 덜미잡혀 밀림,6,0
후미권 이끌며 순위도약 시도나 여의치않음,14,0
선행으로 경주를 주도했으나 직선 선두내주고 밀려,3,0
외곽에서 순위좁혀 선두권 압박이나 막판 밀려,6,0
출발밀렸고 경주중반 후미권으로 순위밀려 고전,9,0
선행마 후미따라가다 직선 선두부상후 여유승,1,1
시종 후미에 직선에서도 최하위로 밀려남,14,0
시종 중간후미나 직선주로 걸음 무뎌져 처짐,12,0
출발 아쉬웠으나 직선 막판 조금 올라섬,9,0
기승정지: 3-4코너 중간지점 안으로 진로변경 타마방해,14,0
시종 후미권에 경주내내 순위변동 보이지 못함,10,0
출발부터 밀렸고 중반이후 최하위로 처짐,14,0
시종 중간후미에 직선 걸음 무뎌지며 처짐,12,0
선두각축속에서 선두나섰으나 직선 선두내주고 덜미잡혀,3,0
선행마 후미권 각축이나 직선탄력이 떨어짐,6,0
4c이후 밀렸으나 직선 끝걸음 보이며 3착기록,3,0
출발부터 밀렸고 직선에서도 덜미잡히는 모습,8,0
선행마 후미권 공략이나 3-4코너 격차벌어져 고전,2,1
선두권 후미전개나 경주전개할수록 순위밀려,10,0
시종 후미권 머물다 직선 추입이나 역전엔 실패,5,0
시종 후미권이나 직선 탄력으로 추입나서 4착,4,0
늦은 출발이나 직선 탄력으로 끝걸음 보임,9,0
출발은 아쉬우나 직선 탄력 보이며 추입,5,0
시종 중간후미 유지했고 직선 큰변화 못보임,8,0
선두권 후미출발이나 경주전개할수록 순위가 밀리는모습,7,0
출발밀려 중위권 전개후 직선 탄력이 떨어짐,13,0
중반이후 밀렸고 직선 걸음 무뎌져 후미처짐,11,0
후미권 머물렀지만 직선 탄력 보이며 4착,4,0
선입 최선전개나 직선 걸음 무뎌져 처짐,6,0
외곽에서 순위좁혀 선두권 압박이나 직선 밀림,10,0
늦출발과 방해를 받으며 초반 고전후 직선 올라옴,6,0
중위권 경주전개후 직선 탄력 보이며 신승,1,1
중위권 최선전개나 직선 걸음 무뎌져 처짐,14,0
늦출발이나 시종 순위좁혀 후착성공,2,1
중위권 전개후 탄력 유지하며 3착기록,3,0
출발밀렸고 경주중반 순위더밀리며 고전함,9,0
시종 후미 머물렀으나 경주막판 조금 올라섬,10,0
중위권 공략이나 시종 순위변동없이 따라감,7,0
시종 중간후미나 직선 탄력으로 끝걸음 보임,5,0
출발밀렸고 경주전개할수록 순위가 밀리는 모습,14,0
출발불량 출발재검,9,0
과태금: 초과중량 기승(53-53.5Kg),8,0
선입 최선전개나 직선 덜미잡혀 4착에 그침,4,0
출발부터 밀며 전개나 직선 추격 허용해 밀림,9,0
외곽에서 순위좁혀 3-4코너 선두마 후미나 직선지침,11,0
중위권 유지했고 직선 탄력 보이며 3착기록,3,0
시종 중간후미에 직선에서도 큰변화 못보임,7,0
늦은 출발에 경주내내 최하위에 머뭄,14,0
순위좁히는 3-4코너에서 방해를 받으며 고전,6,0
시종 후미권에 머물렀지만 경주막판 조금 올라섬,8,0
과태금: 전검량 대비 후검량 1Kg 초과,5,0
주행심사: 출발후 4코너까지 바깥기대며 주행불량,4,0
견책: 1-2코너 중간지점 안으로 진로변경 타마방해,3,0
선행으로 경주주도후 직선 후미와 격차벌려,1,1
출발밀렸고 시종 후미권에서 올라오지 못해,9,0
중위권 유지했으나 경주내내 큰변화는 아님,6,0
선입 최선전개나 직선 덜미로 4착 만족함,4,0
중반이후 격차좁히나 직선주로 덜미잡혀 밀려남,6,0
선입 전개후 직선 탄력 보이며 신승,1,1
중반이후 격차좁혔고 직선 탄력 이어가는 모습,6,0
선행마 후미전개나 직선지치며 밀려,4,0
선행마 후미출발후 4코너 선두부상이나 직선밀려,4,0
중위권 전개 펼쳤고 직선 탄력 보이며 3착,3,0
초반 선두권 압박이나 4코너부터 순위밀려,12,0
중간후미 맴돌다 직선 걸음 무뎌져 후미,13,0
중반이후 격차좁혔고 직선 탄력 이어가며 3착,3,0
선입권에서 순위좁혀 3코너 선행마 후미나 직선밀려,7,0
시종 후미에 머물렀지만 경주막판 조금 올라섬,7,0
선입 전개후 직선 탄력보이나 역전실패 아쉬움,2,1
초반 출발밀렸고 시종 후미권 벗어나지 못해,11,0
시종 중간후미에 직선에서도 밀리는 모습,10,0
출발부터 밀렸고 경주내내 후미 머무는 모습,13,0
시종 후미권에 직선에서도 덜미잡혀 밀림,11,0
밀며 중위권 나섰으나 걸음 무뎌지며 처짐,12,0
후미권 이끌었고 직선 역주나 입상에는 실패함,8,0
경주능력 부진: 1위마와 30.0 마신 차,12,0
시종 후미권에서 강한모습을 보이지못함,12,0
출발밀려 후미권 이끌었으나 강한모습없어,9,0
중위권에서 순위좁혀 직선 선두부상후 여유승,1,1
후미권 이끌었으나 직선 탄력이 떨어진 모습,8,0
시종 중간후미나 직선주로 덜미잡혀 밀려남,10,0
선행 강공을 펼쳤으나 직선 덜미잡혀 4착 그침,4,0
밀며 선입전개나 직선 걸음 무뎌져 후미처짐,12,0
빠른출발없이 후미권 이끌었으나 직선 못올라와,8,0
외곽에서 순위좁혀 선두권 공략이나 입상과는 격차있어,4,0
선행 강공 나섰고 직선 격차 벌이며 우승,1,1
외곽에서 순위좁혀 3코너 선입권이나 4코너부터 밀려,9,0
선행성공이나 3코너 선두내주고 직선밀려 3착,3,0
늦발이나 직선 추입력 발휘 후착성공,2,1
4c이후 밀렸고 직선에서도 후미 처짐,13,0
출발자세불량 출발재검,3,0
중위권 전개하며 순위도약 시도나 여의치않음,7,0
중반이후 밀렸고 직선에서도 걸음 무뎌져 처짐,10,0
초반 안으로 기대는 모습으로 시종 후미전개,10,0
시종 후미에 머물렀지만 직선 추입력 보임,6,0
시종 중간후미 맴돌았으나 직선 덜미잡혀 밀림,11,0
선행 강공 펼쳤고 직선 탄력 유지하며 신승,1,1
중반이후 격차좁혔고 직선 탄력 이어가며 우승,1,1
출발 아쉬웠으나 직선 양호한 끝걸음은 보임,9,0
선입 최선전개나 직선 추격 허용하며 처짐,7,0
양호한 출발로 선입권 전개나 막판 입상실패,5,0
시종 후미권을 벗어나지 못하고 따라감,11,0
시종 후미에 직선 양호한 탄력이나 큰변화는 아님,9,0
선입 최선이나 직선 걸음 무뎌지며 처짐,10,0
외곽에서 순위좁혀 선두권 압박이나 직선지침,12,0
중위권 유지해 나갔지만 직선 덜미잡혀 밀려남,8,0
선입 전개후 직선 탄력으로 격차 벌이며 우승,1,1
중위권 경주전개후 직선 탄력 보이며 2착선전,2,1
늦은 출발에 직선에서도 큰걸음 보이지 못함,11,0
선두권 압박하다 직선 순위좁혀 후착성공함,2,1
출발부터 밀렸고 직선에서도 덜미잡혀 밀림,8,0
시종 후미권 유지했으나 직선 탄력으로 끝걸음 보임,6,0
출발부터 밀렸고 경주내내 순위변동 못보임,10,0
중간후미 머물렀지만 경주막판 조금 올라섬,5,0
중위권 유지해 나갔으나 경주내내 큰변화 못보임,7,0
선행으로 경주주도나 직선주로 덜미로 2착,2,1
초반부터 중위권 공략이나 직선지치며 순위밀려,11,0
시종 후미권을 벗어나지 못하고 따라감,11,0
시종 중간후미에 직선 덜미잡혀 밀리는 모습,10,0
중반이후 밀렸고 직선에서도 큰변화 못보임,10,0
출발밀렸고 3-4코너 후미권으로 처지며 고전,12,0
선행 강공이나 경주막판 덜미 아쉬움,2,1
선입권에서 순위좁혀 직선선행마 후미나 막판 밀려,4,0
시종 후미권을 벗어나지 못하고 따라감,11,0
초반부터 중위권 공략이나 막판 한발부족 입상실패,4,0
늦출발이후 후미전개하다 직선 조금올라옴,8,0
시종 후미권 맴돌았으나 직선 양호한 끝걸음 보임,7,0
늦은 출발에 경주내내 후미 머무는 모습,12,0
과태금: 체중조절 실패로 초과중량 기승(54-55Kg),5,0
중위권 전개후 직선 탄력 이어가며 2착선전,2,1
시종 후미에 경주내내 큰변화 보이지 못함,11,0
중위권 경주전개나 직선 추격 허용해 후미처짐,13,0
후미권에서 시종 순위좁혔으나 입상에는 실패,5,0
시종 중간후미나 직선주로 막판 조금 올라섬,5,0
선입 최선전개 펼쳤으나 직선 걸음 무뎌져 처짐,11,0
선입 최선전개나 직선 걸음 무뎌져 최하위 처짐,12,0
중위권 전개후 직선 탄력 유지하며 3착기록,3,0
시종 중간후미 맴돌았지만 직선 걸음 무뎌져 처짐,11,0
시종 후미에 직선에서도 큰변화 보이지 못함,9,0
중간후미 머물다 직선 추입나서나 역전엔 실패,3,0
후미권 머물렀으나 직선 추입 나서며 4착,4,0
중위권 최선전개나 직선주로 걸음 무뎌져 처짐,10,0
시종 중간후미 맴돌다 직선 탄력이나 역전실패,5,0
중반이후 밀렸고 직선 재추입이나 역전실패 아쉬움,4,0
출발부터 밀렸고 직선 걸음 무뎌져 최하위 머뭄,12,0
중위권 최선전개나 직선 걸음 무뎌지며 처짐,10,0
4c이후 밀렸고 직선 걸음 무뎌져 후미처짐,11,0
선입 최선전개나 경주막판 역전실패로 아쉬움,3,0
중반이후 밀렸고 직선에서도 큰변화 못보임,8,0
늦은 출발에 경주내내 후미 머무르는 모습,11,0
초반부터 선두 추격했으나 격차 벌어져 2착,2,1
선입 경주전개후 직선 탄력 이어가며 우승,1,1
출발부터 밀렸으나 직선 탄력으로 조금 올라섬,7,0
중반이후 밀렸고 직선에서도 추격 허용해 처짐,8,0
중위권 최선전개나 경주내내 큰변화 못보임,5,0
선입 최선전개나 직선 걸음 무뎌지며 처짐,7,0
선행 강공 펼쳤으나 경주막판 덜미로 아쉬움,3,0
중위권 최선전개나 경주내내 큰변화 보이지 못함,6,0
경주능력부진(1위마와 33.2마신차) 주행재검,12,0
선행 강공 펼쳤고 직선 끈기 보이며 신승거둠,1,1
선행 강공이나 직선주로 덜미잡혀 2착만족,2,1
늦출발후 밀며 전개했으나 직선 큰변화 못보임,6,0
중반이후 선두 내주었고 직선 추격허용해 처짐,10,0
중위권 유지했으나 직선 걸음 무뎌져 최하위,12,0
중반이후 격차좁혔고 직선 탄력 이어가며 3착,3,0
시종 후미에 머물렀지만 직선 끝걸음 보여줌,7,0
선입 경주전개후 직선 탄력 보이며 우승차지,1,1
중위권 경주전개후 직선 탄력 유지하며 4착,4,0
시종 후미 머물렀으나 직선 추입 나서며 5착,5,0
중반이후 밀렸고 직선 걸음 무뎌져 처짐,10,0
중반이후 격차좁히나 직선 덜미로 3착 머뭄,3,0
중반이후 밀렸으나 직선 탄력 보이며 5착선전,5,0
선행 강공 나섰고 직선 탄력 이어가며 우승,1,1
시종 중간후미에 경주내내 큰변화 보이지 못함,8,0
중위권 경주전개후 직선 탄력 보이며 2착선전,2,1
경주능력부진 주행재검 및 출전정지 2개월,12,0
출발불량 출발심사,8,0
중반이후 격차좁혔지만 직선 덜미잡혀 밀려남,6,0
시종 후미에 경주내내 큰변화 보이지 못함,10,0
중위권 유지했으나 직선 추격 허용하며 처짐,10,0
시종 후미 머물다 직선 탄력이나 역전엔 실패,6,0
선행 강공을 펼쳤으나 직선 추격 허용해 5착 그침,5,0
